730.0000	0.00384147
728.0000	0.00380385
726.0000	0.0041807
724.0000	0.0043081
722.0000	0.00415006
720.0000	0.0043577
718.0000	0.0044412
716.0000	0.00449573
714.0000	0.00480152
712.0000	0.00516364
710.0000	0.00528557
708.0000	0.00523269
706.0000	0.00530388
704.0000	0.0054108
702.0000	0.00541487
700.0000	0.00556304
698.0000	0.00559318
696.0000	0.00589533
694.0000	0.00625789
692.0000	0.00682018
690.0000	0.00727043
688.0000	0.00788633
686.0000	0.00918226
684.0000	0.0105786
682.0000	0.011946
680.0000	0.0138353
678.0000	0.0157801
676.0000	0.0183179
674.0000	0.02116
672.0000	0.0258161
670.0000	0.0313001
668.0000	0.0374081
666.0000	0.0439802
664.0000	0.0510606
662.0000	0.05911
660.0000	0.069052
658.0000	0.0814481
656.0000	0.0973456
654.0000	0.117141
652.0000	0.139406
650.0000	0.161544
648.0000	0.17908
646.0000	0.188281
644.0000	0.186818
642.0000	0.175142
640.0000	0.155798
638.0000	0.133301
636.0000	0.11098
634.0000	0.0911533
632.0000	0.0750948
630.0000	0.0629676
628.0000	0.0542128
626.0000	0.0485245
624.0000	0.0447999
622.0000	0.0429053
620.0000	0.04215
618.0000	0.042105
616.0000	0.042509
614.0000	0.0428397
612.0000	0.0430864
610.0000	0.0434747
608.0000	0.0441165
606.0000	0.0451013
604.0000	0.0464858
602.0000	0.0479143
600.0000	0.0490042
598.0000	0.04997
596.0000	0.0503055
594.0000	0.0500923
592.0000	0.0491898
590.0000	0.04775
588.0000	0.0462975
586.0000	0.0443921
584.0000	0.0426937
582.0000	0.0411806
580.0000	0.0399928
578.0000	0.0390285
576.0000	0.0385311
574.0000	0.0382316
572.0000	0.0378943
570.0000	0.0377115
568.0000	0.0374221
566.0000	0.0369704
564.0000	0.0363734
562.0000	0.0357903
560.0000	0.0350927
558.0000	0.0345025
556.0000	0.0340774
554.0000	0.0336943
552.0000	0.033618
550.0000	0.0335294
548.0000	0.0333426
546.0000	0.0330348
544.0000	0.0326344
542.0000	0.0322754
540.0000	0.031645
538.0000	0.0308462
536.0000	0.0300401
534.0000	0.0291686
532.0000	0.0281372
530.0000	0.0271475
528.0000	0.0264044
526.0000	0.0256002
524.0000	0.0249307
522.0000	0.0244175
520.0000	0.0239255
518.0000	0.0235131
516.0000	0.0234603
514.0000	0.0232576
512.0000	0.0232008
510.0000	0.0232848
508.0000	0.023484
506.0000	0.0238238
504.0000	0.0241686
502.0000	0.0247289
500.0000	0.0257022
498.0000	0.026827
496.0000	0.0286221
494.0000	0.0315487
492.0000	0.035508
490.0000	0.0412519
488.0000	0.049107
486.0000	0.0601593
484.0000	0.0749489
482.0000	0.0940616
480.0000	0.118489
478.0000	0.148256
476.0000	0.18312
474.0000	0.222639
472.0000	0.265842
470.0000	0.311523
468.0000	0.358761
466.0000	0.407091
464.0000	0.455576
462.0000	0.501878
460.0000	0.54206
458.0000	0.570392
456.0000	0.582696
454.0000	0.575626
452.0000	0.549805
450.0000	0.510049
448.0000	0.463933
446.0000	0.419355
444.0000	0.381628
442.0000	0.353391
440.0000	0.334821
438.0000	0.323876
436.0000	0.317454
434.0000	0.312748
432.0000	0.307342
430.0000	0.299047
428.0000	0.287505
426.0000	0.272708
424.0000	0.255177
422.0000	0.236156
420.0000	0.217301
418.0000	0.200077
416.0000	0.185037
414.0000	0.172137
412.0000	0.161282
410.0000	0.151746
408.0000	0.143136
406.0000	0.135573
404.0000	0.128614
402.0000	0.122594
400.0000	0.117511
398.0000	0.112949
396.0000	0.109945
394.0000	0.108503
392.0000	0.108552
390.0000	0.109788
388.0000	0.112835
386.0000	0.11654
384.0000	0.120274
382.0000	0.123159
380.0000	0.125373
